,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label
3201,Female,47,No,No,No,No,0,Q3,No,0,13,Offer D,No,0.0,No,Yes,DSL,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,3,No
3202,Male,37,No,No,Yes,No,0,Q3,Yes,3,56,No Offer,Yes,46.18,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.9,5,No
3203,Female,56,No,No,No,No,0,Q3,No,0,16,Offer D,Yes,44.05,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.3,3,No
3204,Female,60,No,No,Yes,Yes,2,Q3,No,0,14,Offer D,Yes,23.0,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,4,No
3205,Female,37,No,No,No,No,0,Q3,No,0,8,No Offer,Yes,42.78,No,Yes,DSL,27,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.25,3,No
3206,Female,29,Yes,No,Yes,Yes,2,Q3,Yes,8,43,No Offer,Yes,5.25,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.3,3,No
3207,Female,31,No,No,No,No,0,Q3,No,0,52,No Offer,Yes,21.38,Yes,Yes,Cable,21,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74.0,3,No
3208,Male,35,No,No,No,No,0,Q3,No,0,3,No Offer,Yes,28.19,No,Yes,Cable,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,3,No
3209,Male,42,No,No,No,No,0,Q3,No,0,29,No Offer,Yes,46.12,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,4,No
3210,Female,48,No,No,Yes,Yes,3,Q3,Yes,1,16,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,5,No
3211,Female,41,No,No,No,No,0,Q3,No,0,40,No Offer,Yes,33.83,Yes,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,80.75,4,No
3212,Female,47,No,No,No,No,0,Q3,No,0,36,No Offer,Yes,41.33,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,5,No
3213,Male,49,No,No,Yes,No,0,Q3,Yes,10,26,No Offer,Yes,45.28,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,5,No
3214,Female,33,No,No,Yes,No,0,Q3,Yes,6,34,No Offer,Yes,40.67,No,Yes,DSL,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.2,5,No
3215,Male,32,No,No,No,No,0,Q3,No,0,10,Offer D,Yes,7.65,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.25,3,No
3216,Female,52,No,No,No,No,0,Q3,No,0,14,No Offer,Yes,27.68,No,Yes,DSL,26,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,55.7,4,No
3217,Male,63,No,No,Yes,No,0,Q3,Yes,7,47,No Offer,Yes,6.54,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,5,No
3218,Male,36,No,No,Yes,No,0,Q3,Yes,2,24,No Offer,Yes,10.23,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,3,No
3219,Male,62,No,No,No,No,0,Q3,No,0,22,No Offer,No,0.0,No,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,56.75,4,No
3220,Male,31,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,18.81,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,5,No
3221,Female,35,No,No,Yes,Yes,5,Q3,Yes,2,59,No Offer,Yes,48.07,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,3,No
3222,Female,44,No,No,Yes,No,0,Q3,Yes,9,58,No Offer,Yes,36.45,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.5,4,No
3223,Female,61,No,No,Yes,Yes,2,Q3,Yes,3,3,No Offer,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,3,No
3224,Male,50,No,No,No,No,0,Q3,No,0,32,No Offer,Yes,14.91,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,5,No
3225,Male,39,No,No,Yes,Yes,1,Q3,Yes,5,10,No Offer,Yes,22.83,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,5,No
3226,Female,41,No,No,Yes,No,0,Q3,No,0,52,No Offer,Yes,8.25,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,3,No
3227,Male,53,No,No,No,No,0,Q3,No,0,32,No Offer,Yes,6.2,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.65,3,No
3228,Female,35,No,No,No,No,0,Q3,No,0,16,No Offer,Yes,13.04,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,5,No
3229,Female,62,No,No,No,No,0,Q3,No,0,51,No Offer,Yes,7.54,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,107.45,3,No
3230,Male,30,No,No,No,No,0,Q3,No,0,29,No Offer,Yes,3.69,No,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,3,No
3231,Male,24,Yes,No,Yes,No,0,Q3,Yes,1,70,Offer A,Yes,1.63,No,Yes,DSL,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,3,No
3232,Female,25,Yes,No,Yes,Yes,2,Q3,Yes,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,3,No
3233,Male,28,Yes,No,Yes,No,0,Q3,Yes,4,41,No Offer,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,4,No
3234,Male,49,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,5.93,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,4,No
3235,Female,38,No,No,Yes,No,0,Q3,Yes,4,7,No Offer,Yes,12.16,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,3,No
3236,Male,60,No,No,Yes,Yes,1,Q3,Yes,10,67,Offer A,Yes,18.29,Yes,Yes,Fiber Optic,11,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.55,3,No
3237,Male,38,No,No,Yes,Yes,1,Q3,Yes,3,5,No Offer,Yes,18.97,Yes,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.7,3,No
3238,Male,53,No,No,No,Yes,3,Q3,No,0,15,No Offer,Yes,32.54,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.8,3,No
3239,Female,21,Yes,No,Yes,Yes,3,Q3,Yes,4,20,No Offer,Yes,38.6,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,3,No
3240,Male,50,No,No,Yes,Yes,3,Q3,Yes,9,54,No Offer,Yes,7.25,Yes,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,5,No
3241,Male,32,No,No,No,No,0,Q3,No,0,42,No Offer,Yes,48.41,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.55,3,No
3242,Female,24,Yes,No,Yes,No,0,Q3,Yes,3,9,No Offer,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,5,No
3243,Female,24,Yes,No,No,No,0,Q3,No,0,63,No Offer,Yes,37.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,3,No
3244,Female,57,No,No,Yes,No,0,Q3,Yes,10,69,Offer A,Yes,39.78,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,3,No
3245,Female,24,Yes,No,No,No,0,Q3,No,0,69,Offer A,Yes,36.5,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,5,No
3246,Male,32,No,No,Yes,No,0,Q3,Yes,7,40,No Offer,Yes,24.3,No,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,4,No
3247,Male,38,No,No,No,No,0,Q3,No,0,60,Offer B,No,0.0,No,Yes,DSL,25,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,3,No
3248,Male,33,No,No,Yes,No,0,Q3,Yes,3,32,No Offer,Yes,47.89,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,4,No
3249,Male,60,No,No,No,No,0,Q3,No,0,39,No Offer,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85,3,No
3250,Female,36,No,No,No,No,0,Q3,No,0,38,No Offer,Yes,46.18,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,3,No
3251,Male,32,No,No,No,No,0,Q3,No,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,3,No
3252,Female,57,No,No,Yes,Yes,3,Q3,Yes,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,3,No
3253,Male,21,Yes,No,Yes,No,0,Q3,Yes,7,70,Offer A,No,0.0,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4,No
3254,Male,56,No,No,No,No,0,Q3,No,0,20,No Offer,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,3,No
3255,Female,59,No,No,No,No,0,Q3,No,0,50,Offer B,Yes,21.25,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4,No
3256,Male,46,No,No,Yes,No,0,Q3,Yes,5,25,No Offer,Yes,6.45,No,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.6,3,No
3257,Male,58,No,No,No,No,0,Q3,No,0,12,No Offer,Yes,44.78,No,Yes,DSL,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,5,No
3258,Female,29,Yes,No,Yes,No,0,Q3,Yes,4,23,No Offer,Yes,11.4,No,Yes,DSL,58,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.25,4,No
3259,Male,26,Yes,No,No,No,0,Q3,No,0,27,No Offer,Yes,20.66,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,5,No
3260,Male,45,No,No,Yes,Yes,2,Q3,Yes,9,26,No Offer,Yes,43.84,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.15,5,No
3261,Male,58,No,No,No,Yes,1,Q3,No,0,2,No Offer,Yes,21.18,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,3,No
3262,Female,23,Yes,No,Yes,Yes,3,Q3,Yes,10,26,No Offer,Yes,42.95,No,Yes,Fiber Optic,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.95,3,No
3263,Female,40,No,No,Yes,Yes,2,Q3,Yes,7,63,Offer B,Yes,46.9,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,5,No
3264,Male,52,No,No,Yes,Yes,2,Q3,Yes,9,71,Offer A,Yes,23.34,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,4,No
3265,Male,19,Yes,No,Yes,Yes,2,Q3,Yes,7,11,No Offer,Yes,16.71,Yes,Yes,DSL,59,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.15,3,No
3266,Female,30,No,No,No,No,0,Q3,No,0,13,No Offer,Yes,37.03,Yes,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.95,3,No
3267,Male,38,No,No,No,Yes,2,Q3,No,0,6,No Offer,Yes,16.91,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,4,No
3268,Male,19,Yes,No,Yes,No,0,Q3,Yes,5,18,No Offer,Yes,1.28,Yes,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.8,5,No
3269,Female,21,Yes,No,Yes,No,0,Q3,Yes,6,32,Offer C,Yes,19.3,No,Yes,Fiber Optic,47,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,3,No
3270,Male,46,No,No,No,No,0,Q3,No,0,29,Offer C,No,0.0,No,Yes,DSL,8,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,35.6,4,No
3271,Female,62,No,No,No,No,0,Q3,No,0,3,No Offer,Yes,20.1,Yes,Yes,DSL,29,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.25,4,No
3272,Female,59,No,No,No,No,0,Q3,No,0,41,Offer B,No,0.0,No,Yes,Cable,21,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,5,No
3273,Female,59,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,7.8,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,4,No
3274,Male,57,No,No,No,No,0,Q3,No,0,7,No Offer,Yes,5.61,No,Yes,DSL,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,54.85,3,No
3275,Female,36,No,No,Yes,No,0,Q3,No,0,52,Offer B,Yes,4.22,No,Yes,DSL,18,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,4,No
3276,Female,48,No,No,Yes,Yes,1,Q3,Yes,7,45,Offer B,Yes,20.11,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.65,4,No
3277,Male,55,No,No,Yes,No,0,Q3,Yes,4,70,Offer A,Yes,33.37,Yes,Yes,DSL,9,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,4,No
3278,Female,62,No,No,No,No,0,Q3,No,0,53,Offer B,Yes,10.32,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,18.7,5,No
3279,Female,44,No,No,Yes,No,0,Q3,Yes,8,60,Offer B,Yes,15.54,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.1,3,No
3280,Female,63,No,No,No,No,0,Q3,No,0,67,No Offer,Yes,5.39,No,Yes,Cable,9,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,72.35,3,No
3281,Male,41,No,No,No,No,0,Q3,No,0,25,Offer C,Yes,7.17,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,3,No
3282,Female,56,No,No,No,No,0,Q3,No,0,5,No Offer,Yes,49.4,Yes,Yes,Cable,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,53.8,4,No
3283,Male,29,Yes,No,No,No,0,Q3,No,0,26,Offer C,Yes,24.67,Yes,Yes,Cable,59,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,51.55,3,No
3284,Male,21,Yes,No,Yes,No,0,Q3,Yes,1,1,Offer E,Yes,23.41,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,3,No
3285,Male,60,No,No,Yes,Yes,3,Q3,Yes,1,72,No Offer,Yes,32.47,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,3,No
3286,Female,33,No,No,No,No,0,Q3,No,0,14,Offer D,Yes,21.03,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.25,5,No
3287,Female,59,No,No,No,No,0,Q3,No,0,13,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.0,3,No
3288,Female,56,No,No,No,No,0,Q3,No,0,46,Offer B,Yes,46.83,Yes,Yes,DSL,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.2,4,No
3289,Male,59,No,No,No,No,0,Q3,No,0,39,Offer C,Yes,3.93,No,Yes,DSL,15,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,4,No
3290,Male,56,No,No,No,No,0,Q3,No,0,57,Offer B,No,0.0,No,Yes,DSL,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,53.75,4,No
3291,Female,29,Yes,No,Yes,No,0,Q3,Yes,1,53,Offer B,Yes,38.35,No,Yes,Fiber Optic,82,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.45,4,No
3292,Male,32,No,No,Yes,Yes,1,Q3,Yes,1,18,Offer D,Yes,24.16,No,Yes,Fiber Optic,19,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9,4,No
3293,Female,59,No,No,Yes,No,0,Q3,Yes,1,58,Offer B,Yes,26.36,Yes,Yes,DSL,8,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,61.05,4,No
3294,Female,38,No,No,No,No,0,Q3,No,0,35,Offer C,Yes,36.42,No,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.25,3,No
3295,Male,21,Yes,No,No,No,0,Q3,No,0,3,Offer E,Yes,29.84,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,5,No
3296,Male,47,No,No,No,No,0,Q3,No,0,38,Offer C,Yes,4.34,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,4,No
3297,Male,60,No,No,Yes,No,0,Q3,No,0,35,Offer C,Yes,5.06,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,69.15,3,No
3298,Female,33,No,No,No,No,0,Q3,No,0,47,Offer B,Yes,3.47,No,Yes,DSL,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,74.45,3,No
3299,Female,25,Yes,No,No,No,0,Q3,No,0,14,Offer D,Yes,39.22,No,Yes,DSL,48,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.45,5,No
3300,Male,58,No,No,Yes,No,0,Q3,Yes,1,66,No Offer,Yes,42.85,Yes,Yes,DSL,21,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,4,No
3301,Male,26,Yes,No,Yes,No,0,Q3,Yes,1,15,Offer D,Yes,39.84,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,5,No
3302,Female,24,Yes,No,No,No,0,Q3,No,0,42,Offer B,Yes,18.31,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.75,3,No
3303,Female,53,No,No,Yes,No,0,Q3,Yes,1,17,Offer D,Yes,21.15,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.9,3,No
3304,Male,26,Yes,No,No,No,0,Q3,No,0,37,Offer C,Yes,38.72,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.5,3,No
3305,Female,20,Yes,No,No,No,0,Q3,No,0,12,Offer D,Yes,17.14,No,Yes,DSL,48,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,3,No
3306,Female,63,No,No,No,No,0,Q3,No,0,60,Offer B,Yes,39.41,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.0,3,No
3307,Male,26,Yes,No,Yes,Yes,2,Q3,Yes,9,18,Offer D,No,0.0,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.55,3,No
3308,Female,56,No,No,No,No,0,Q3,No,0,3,No Offer,Yes,5.63,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,3,No
3309,Female,23,Yes,No,No,Yes,3,Q3,No,0,9,Offer E,Yes,16.77,No,Yes,Cable,73,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.4,3,No
3310,Male,45,No,No,Yes,No,0,Q3,Yes,1,56,Offer B,Yes,40.33,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,93.15,3,No
3311,Male,25,Yes,No,No,No,0,Q3,No,0,7,Offer E,Yes,8.95,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,3,No
3312,Female,28,Yes,No,Yes,Yes,2,Q3,Yes,5,69,No Offer,Yes,42.49,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,5,No
3313,Male,42,No,No,Yes,Yes,3,Q3,Yes,3,54,No Offer,Yes,19.7,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,4,No
3314,Male,26,Yes,No,Yes,No,0,Q3,Yes,6,62,No Offer,Yes,32.28,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,23.75,4,No
3315,Female,25,Yes,No,Yes,Yes,3,Q3,Yes,9,62,No Offer,Yes,36.54,Yes,Yes,DSL,41,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.45,5,No
3316,Male,47,No,No,No,No,0,Q3,No,0,17,Offer D,Yes,47.45,Yes,Yes,DSL,5,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,65.75,4,No
3317,Male,24,Yes,No,No,No,0,Q3,No,0,9,Offer E,No,0.0,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.6,5,No
3318,Male,30,No,No,Yes,No,0,Q3,Yes,4,64,No Offer,Yes,25.74,No,Yes,DSL,51,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,69.25,4,No
3319,Female,64,No,No,Yes,No,0,Q3,Yes,3,72,No Offer,Yes,24.42,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,5,No
3320,Male,62,No,No,No,No,0,Q3,No,0,30,Offer C,Yes,7.19,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,90.4,4,No
3321,Female,56,No,No,Yes,No,0,Q3,Yes,3,49,No Offer,Yes,44.81,Yes,Yes,Fiber Optic,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,100.85,3,No
3322,Male,21,Yes,No,Yes,No,0,Q3,Yes,10,61,No Offer,Yes,28.8,Yes,Yes,Cable,52,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,4,No
3323,Male,54,No,No,Yes,Yes,1,Q3,Yes,7,47,No Offer,Yes,1.09,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,3,No
3324,Male,64,No,No,No,No,0,Q3,No,0,20,Offer D,Yes,12.6,No,Yes,DSL,29,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,64.4,3,No
3325,Female,43,No,No,Yes,Yes,2,Q3,Yes,8,70,No Offer,Yes,30.33,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.7,4,No
3326,Male,58,No,No,No,Yes,1,Q3,No,0,54,No Offer,Yes,20.93,No,Yes,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.85,4,No
3327,Male,39,No,No,No,No,0,Q3,No,0,13,Offer D,Yes,22.31,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.45,5,No
3328,Female,25,Yes,No,Yes,Yes,2,Q3,Yes,9,3,Offer E,Yes,11.47,No,Yes,DSL,51,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,3,No
3329,Male,43,No,No,No,No,0,Q3,No,0,25,Offer C,Yes,17.64,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,5,No
3330,Male,58,No,No,No,No,0,Q3,No,0,30,No Offer,Yes,2.64,Yes,Yes,DSL,15,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,64.5,3,No
3331,Female,20,Yes,No,Yes,No,0,Q3,Yes,8,21,Offer D,No,0.0,No,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,28.5,4,No
